Titel,Geschäftsart,ID,Datum,Erstunterzeichner,Partei Erstunterzeichner,Mitunterzeichner,Partei Mitunterzeichner,Geschäftsstatus,Entscheid,_entscheidbereinigt
"Bewachung der diplomatischen Vertretungen in der Stadt, Gründe und Umfang der Bewachungsaufgaben sowie Entwicklung der Kosten für diesen Aufgabenbereich",Schriftliche Anfrage,28d9df5fcb6c414192ed5a29b1b65465,2017-06-07T00:00:00.000,Derek Richter,SVP,Stephan Iten,SVP,Abgeschlossen,,
"Information der Stadt über die Möglichkeiten zur Einbürgerung im Rahmen der Verschärfung des eidgenössischen Bürgerrechtsgesetzes, Angaben zu den angeschriebenen Personen und deren Erfüllung der Kriterien für eine Einbürgerung",Schriftliche Anfrage,5525e73cef654207b7f1ee8922dbe064,2017-06-14T00:00:00.000,Martin Götzl,SVP,Peter Schick,SVP,Abgeschlossen,,
"Unterstützung der vorläufig aufgenommenen Asylbewerbenden mittels Asylfürsorge statt gemäss SKOS-Richtlinien, Einschätzung des Einsparpotenzials für die Stadt und Möglichkeiten der Unterstützung in Form von Sachleistungen",Schriftliche Anfrage,df1a64b86b3e4dd5a55ddb14f15c9507,2017-06-14T00:00:00.000,Roberto Bertozzi,SVP,Rolf Müller,SVP,Abgeschlossen,,
"Fälle von Sozialhilfebetrug in der Stadt, Angaben über die Betrugsfälle der letzten Jahre und die daraus resultierenden Konsequenzen sowie mögliche Kontrollmassnahmen zur Verhinderung dieser Fälle",Schriftliche Anfrage,51d974dd6b604835ad72b1fbc8487913,2017-06-14T00:00:00.000,Roberto Bertozzi,SVP,Rolf Müller,SVP,Abgeschlossen,,
Öffnung des Frauenbads am Stadthausquai für männliche Besucher,Postulat,f16aeb0e63f34173b735af257fc09c3c,2017-06-28T00:00:00.000,Urs Fehr,SVP,Derek Richter,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Überwachungsgerät an der Buchegg-/Grebelackerstrasse, Gründe für die Demontage der alten Anlage und für die Montage der neuen Radarüberwachung sowie Einschätzung der jährlichen Bussgeldeinnahmen",Schriftliche Anfrage,9be3cba8845045a7bf05cce00060a27c,2017-06-28T00:00:00.000,Stephan Iten,SVP,Bernhard im Oberdorf,SVP,Abgeschlossen,,
"Anträge des Stadtrats zu den Vorstössen aus dem Gemeinderat, tabellarische Aufstellung unter Berücksichtigung der einreichenden Parteien",Schriftliche Anfrage,2df9a4b4b4394108b057b9cb2f5ce65a,2017-06-28T00:00:00.000,Stephan Iten,SVP,Martin Götzl,SVP,Abgeschlossen,Rückzug,Rückzug
"Fälle von Betreuungen und Bewachungen durch die Kindes- und Erwachsenenschutzbehörde (KESB) in der Stadt, Kosten, Jobprofil und Stellenprozente der Beiständinnen und Beistände, wissenschaftliche Methoden im Betreuungssetting und externe Anbieter von Betreuungs- und Bewachungsaufträgen",Schriftliche Anfrage,f68ed717baee4b2ea40b3a3c911a4bcc,2017-07-05T00:00:00.000,Roberto Bertozzi,SVP,Martin Götzl,SVP,Abgeschlossen,,
"Urteil des Verwaltungsgerichts zu Abschleppaufträgen auf Stadtgebiet, Umsetzung der Empfehlungen der GPK, Anzahl Anzeigen aufgrund von Nötigung und/oder Diebstahl von Fahrzeugführern, Gründe und Kosten für das Abschleppen von Fahrzeugen",Schriftliche Anfrage,57837ee56e3a48ed870cd759c77642b0,2017-07-05T00:00:00.000,Derek Richter,SVP,Walter Anken,SVP,Abgeschlossen,,
Verkauf des Aktienanteils an der Flughafen Zürich AG,Motion,b6b114a8482f4482b699f1a978c6c652,2017-07-12T00:00:00.000,Roger Liebi,SVP,Markus Knauss,Grüne,Abgeschlossen,Ablehnung,Ablehnung
"Bewilligung von finanzieller Unterstützung von Abstimmungs- und Referendumskomitees, Gründe für eine Bewilligung, Pläne zur Finanzierung des Referendumskomitees im Zusammenhang mit dem Gemeindereferendum gegen die Aufhebung der Sozialhilfeleistungen für vorläufig Aufgenommene sowie dafür geplante Abstimmungskampagne",Schriftliche Anfrage,76450b1479b54587a32d26f39a855739,2017-07-12T00:00:00.000,Roberto Bertozzi,SVP,Martin Götzl,SVP,Abgeschlossen,,
"Kochareal, Lärmklagen von Anwohnerinnen und Anwohnern, Bewilligungen und Auflagen für Anlässe und getroffene Massnahmen für die Durchsetzung eines gesetzeskonformen Zustands",Schriftliche Anfrage,1d5a19c2c94348b8b34573367152065b,2017-07-12T00:00:00.000,Andreas Egli,FDP,Stephan Iten,SVP,Abgeschlossen,,
"Stadtspitäler Triemli und Waid, Prüfung einer unternehmerischen Kooperation mit der Hirslanden-Gruppe",Postulat,8212f1899f99429b8578dd489f17f9e4,2017-08-23T00:00:00.000,Rolf Müller,SVP,Peter Schick,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Stellenentwicklung, bauliche Veränderungen und Investitionen an den Stadtspitälern Triemli und Waid sowie Nutzen der bestehenden Kooperationen",Interpellation,26e0d6dffc674aff87ae92d037842046,2017-08-23T00:00:00.000,Peter Schick,SVP,Rolf Müller,SVP,Abgeschlossen,Rückzug,Rückzug
"Untervermietung einer städtischen Zweitwohnung an der Mühlegasse, Angaben zu den Kontrollen der Liegenschaftenverwaltung, zum Mietverhältnis der Mieterin und den erzielten Mehrerlösen sowie mögliche Konsequenzen für die Mieterin",Schriftliche Anfrage,32a483f77f3845a699d2bef1ec7ace34,2017-08-23T00:00:00.000,Urs Fehr,SVP,Walter Anken,SVP,Abgeschlossen,,
"Mietvelosituation in der Stadt, Beurteilung der neu auftretenden Mietvelo-Unternehmungen bezüglich den Veloabstellplätzen, den zusätzlichen Kosten und den Folgen auf das Angebot von «Züri rollt» sowie Auflagen für die Unternehmungen und möglicher rechtlicher Handlungsspielraum",Schriftliche Anfrage,3e18cad1d92b461993397bb2369a5a1c,2017-08-23T00:00:00.000,Roger Bartholdi,SVP,Thomas Schwendener,SVP,Abgeschlossen,,
"Entreissdiebstähle und Raubüberfälle an der Streetparade vom 12. August 2017, Angaben über die Nationalitäten und den Aufenthaltsstatus der Täter sowie mögliche Massnahmen der Polizei zur Verhinderung solcher Raubtaten",Schriftliche Anfrage,8370cdb7af91407fa3de7862606639e5,2017-08-23T00:00:00.000,Roberto Bertozzi,SVP,Martin Götzl,SVP,Abgeschlossen,,
"Dienstwagen in der Verwaltung, Anzahl Fahrzeuge in den Departementen und verursachte Kosten sowie konkrete Nutzung der Dienstwagen auch für private Fahrten",Schriftliche Anfrage,c83bd7d6de5049b8b2fe24e88ce26ae0,2017-08-23T00:00:00.000,Thomas Osbahr,SVP,Samuel Balsiger,SVP,Abgeschlossen,,
"Behandlung von hochdefizitären Fällen in den Stadtspitälern Triemli und Waid, Aufschlüsselung der Fallzahlen nach Eintrittsart, Herkunft der Patienten und den behandelnden Kliniken",Schriftliche Anfrage,e5e325aff37a4ac3ae43c9f815184aa3,2017-08-23T00:00:00.000,Peter Schick,SVP,Rolf Müller,SVP,Abgeschlossen,,
Schutz von öffentlichen Plätzen vor Terroranschlägen mit Fahrzeugen,Postulat,aed606c309004587821d06661617d579,2017-08-30T00:00:00.000,Walter Anken,SVP,Samuel Balsiger,SVP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Trauung von Personen mit Wohnsitz in der Stadt gemäss Norwegischem Recht, Angaben zu den Personen und deren Aufenthaltserlaubnis sowie zu den nicht anerkannten Ehen",Schriftliche Anfrage,639f4c9630804f108fce182c985e2247,2017-08-30T00:00:00.000,Derek Richter,SVP,Elisabeth Liebi,SVP,Abgeschlossen,,
"Fangewalt zwischen den Anhängern der städtischen Fussballclubs, Gründe für die vermehrten Übergriffe und Resultate der Zusammenarbeit mit den Verantwortlichen der Fussballclubs sowie mögliche Massnahmen im Stadion",Schriftliche Anfrage,96a30195d7fc46cd8464a605e30c5451,2017-08-30T00:00:00.000,Urs Fehr,SVP,Stefan Urech,SVP,Abgeschlossen,,
Berücksichtigung der Ergebnisse der Nationalfondsstudie bei der offiziellen Kommunikation zum Projekt «Tagesschule 2025»,Postulat,14446cc5d66b488ca1aab1db697df0d9,2017-09-06T00:00:00.000,Stefan Urech,SVP,Martin Götzl,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Bauvorhaben des Bogensportzentrums Zürich, Realisierung durch eine Umzonung",Postulat,c66b0812c85e4fa4a6f6eccd9cd11a44,2017-09-06T00:00:00.000,Stefan Urech,SVP,Thomas Schwendener,SVP,Abgeschlossen,Ablehnung,Ablehnung
Erhalt der Sekundarschulstufe A in der Stadt,Postulat,bfb80a3b7e444c4181720566493233cd,2017-09-06T00:00:00.000,Stefan Urech,SVP,Dubravko Sinovcic,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Glasfasernetz ewz.zürinet, Angaben zu den vermieteten Fasern, zur Entwicklung des Preisniveaus, den Betriebskosten für das Dienstnetz und den erzielten Einnahmen",Interpellation,a4a733d1372e4f82ad8a9364374d8b1e,2017-09-06T00:00:00.000,Johann Widmer,SVP,Dubravko Sinovcic,SVP,Abgeschlossen,,
"Zuteilung der Kinder in die Kindergärten und die Schulen durch die Schulpflegen, Entwicklung der Anzahl der Zuteilungs- und Wiedererwägungsgesuche sowie Möglichkeiten für alternative Zuteilungsmechanismen",Schriftliche Anfrage,878b6fbe9bac4032ab888d661685f4fe,2017-09-06T00:00:00.000,Stefan Urech,SVP,Reto Vogelbacher,CVP,Abgeschlossen,,
"Aufhebung des Handyverbots an der Volksschule, Zuständigkeit für diesen Entscheid und Gründe für die Aufhebung des Verbots sowie mögliche Massnahmen zur Unterbindung von unerwünschten Nebenerscheinungen",Schriftliche Anfrage,834b7a65b4b34dbca4071b44bb8c584e,2017-09-06T00:00:00.000,Elisabeth Liebi,SVP,Martin Götzl,SVP,Abgeschlossen,,
Angabe der Nationalität von Straftäterinnen und Straftätern in den Polizeimeldungen und in der öffentlichen Kommunikation der Stadtpolizei,Postulat,d637a02069834089b22a449dbe7aa92b,2017-09-06T00:00:00.000,Martin Götzl,SVP,Stephan Iten,SVP,Abgeschlossen,Ablehnung,Ablehnung
Konzept für eine Unterstützung von Gewerbebetrieben bei einschränkenden städtischen Bauprojekten,Postulat,f1ffb0b2776b455d9a2d60bf3275db01,2017-09-13T00:00:00.000,Martin Götzl,SVP,Thomas Schwendener,SVP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Öffentliche Zugänglichkeit der ERZ-Erholungsinfrastruktur beim Klärwerk Werdhölzli,Postulat,9e5c4b39a22c4fee887fa2878b855dc9,2017-09-13T00:00:00.000,Dubravko Sinovcic,SVP,Johann Widmer,SVP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Verhinderung von nicht bewilligten Demonstrationen und Kundgebungen,Postulat,9e81d7bf2a7c44c894a24f296625b1e6,2017-09-20T00:00:00.000,Stephan Iten,SVP,Walter Anken,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Fahrverbot am Kloster-Fahr-Weg zwischen Wipkingerplatz und Wasserwerkstrasse, bisherige Massnahmen zur Verhinderung der Velofahrten sowie Möglichkeiten zur Durchsetzung des Fahrverbots",Schriftliche Anfrage,8d5e6521aa774cac961e4e7c4e85b741,2017-09-20T00:00:00.000,Stephan Iten,SVP,Derek Richter,SVP,Abgeschlossen,,
"Betrieb der Asylzentren in der Stadt, Entwicklung der Anzahl Mitarbeitenden, die eine bezahlte oder unbezahlte Funktion ausüben sowie Angaben über die Fluktuation und über die Gründe zur Auflösung der Arbeitsverhältnisse",Schriftliche Anfrage,26f38ebf1d2f469a8fee0601dd90faf6,2017-09-20T00:00:00.000,Martin Götzl,SVP,Roberto Bertozzi,SVP,Abgeschlossen,,
Konsequente Ahndung von Verstössen gegen das Vermummungsverbot,Postulat,4fd6a66cc5304da9bfc434c6bdc95dfa,2017-09-27T00:00:00.000,Stephan Iten,SVP,Roger Bartholdi,SVP,Abgeschlossen,Ablehnung,Ablehnung
Massnahmen zur Organisation der Zusammenarbeit zwischen Stadt- und Kantonspolizei bezüglich Brandstiftern und Chaoten sowie Angaben zum Sicherheitsdispositiv zum Schutz der Baustellen und zur Zusammenarbeit der Stadtpolizei mit den privaten Schutzbeauftragten,Schriftliche Anfrage,6efffdb759c249dfb12d6f7d5debd6ad,2017-09-27T00:00:00.000,Johann Widmer,SVP,Elisabeth Liebi,SVP,Abgeschlossen,,
Aufwertung des Münsterhofs,Postulat,9f34efc9c852478390b5ec7f563bb017,2017-10-04T00:00:00.000,Peter Schick,SVP,Stephan Iten,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Temporeduktionen auf kommunalen Strassenabschnitten, hängige Rechtsmittel gegen die Herabsetzung der Geschwindigkeit sowie mögliche Kostenfolgen bei einer Gutheissung durch das Bundesgericht",Schriftliche Anfrage,55de81123a674ba287db2a6968a6b463,2017-10-04T00:00:00.000,Stephan Iten,SVP,Derek Richter,SVP,Abgeschlossen,,
"Entsorgung von Sperrgutabfall und Hausrat bei den öffentlichen Wertstoff-Sammelstellen, Umfang der Kontrollen bei den Sammelstellen und Anzahl der geahndeten Verstösse sowie konkrete Massnahmen und möglicher Handlungsbedarf zur Eindämmung der illegalen Entsorgung",Schriftliche Anfrage,275264bb9e7a45bcbe7a82a372f61fc3,2017-10-04T00:00:00.000,Stephan Iten,SVP,Dubravko Sinovcic,SVP,Abgeschlossen,,
Regelung der Wegweisung von Personen aus dem Stadtgebiet bei gesetzlicher Notwendigkeit,Postulat,cb7be7e14eac4ba3819a0089859a2eb2,2017-10-25T00:00:00.000,Samuel Balsiger,SVP,Stephan Iten,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Verkehrsbelastung auf dem Strassenzug Am Wasser/Breitensteinstrasse, Massnahmen zur Beschleunigung der Hauptachsen und zur Erhöhung der Kapazität von der Pfingstweidstrasse über die Rampen auf die Hardbrücke sowie möglicher Massnahmenplan zur Verflüssigung des motorisierten Individualverkehrs",Interpellation,6ebab1f67e64464d9d56acd5dc31eb96,2017-10-25T00:00:00.000,Johann Widmer,SVP,Christoph Marty,SVP,Abgeschlossen,,
"Neues Überwachungsgerät auf der Hofwiesenstrasse beim Bucheggplatz, Gründe, Absichten und Kosten für die Installation der Anlage",Schriftliche Anfrage,f9dfc61b6acd41f79a4ac6807e6c6e2f,2017-10-25T00:00:00.000,Stephan Iten,SVP,Derek Richter,SVP,Abgeschlossen,,
Gründe für eine Einbürgerung von Personen unbekannter Herkunft und Beurteilung möglicher Risikofaktoren,Schriftliche Anfrage,a7d038378dc147e5aaf10ad991566a42,2017-10-25T00:00:00.000,Martin Götzl,SVP,Roberto Bertozzi,SVP,Abgeschlossen,,
"Fristlose Entlassung von Chauffeuren der VBZ wegen Bedienung von Smartphones oder Tablets am Steuer, Hintergründe zu dieser personalrechtlichen Massnahme sowie Beurteilung der Verhältnismässigkeit",Interpellation,12e6111a0e08445a9fc228f338a369ed,2017-11-01T00:00:00.000,Christoph Marty,SVP,Thomas Schwendener,SVP,Abgeschlossen,,
"Angaben zur Unternehmensstrategie des ewz und ihrer Risikoabschätzung sowie zu den Projekten, die nicht im Kerngeschäft begründet sind",Schriftliche Anfrage,6fc56a2f8e2543a094766002e6683bd4,2017-11-01T00:00:00.000,Johann Widmer,SVP,Dubravko Sinovcic,SVP,Abgeschlossen,,
Schaffung eines Linksabbiegers von der Schaffhauserstrasse in die Binzmühlestrasse,Postulat,5c7eb774302f4191b79777d824db290f,2017-11-08T00:00:00.000,Derek Richter,SVP,Stephan Iten,SVP,InBearbeitung,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Verzicht auf die Streichung von 10 000 Franken an die Lesegesellschaft Wollishofen durch Einsparung des Betrags im Kulturbereich,Postulat,d1f02760faf644628d61c5f28bec35fd,2017-11-08T00:00:00.000,Dubravko Sinovcic,SVP,Samuel Balsiger,SVP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Kürzung der Sozialhilfe für militante Islamisten bei einem Nebenerwerb,Postulat,ad6157893f10430da4c8911775dea567,2017-11-08T00:00:00.000,Walter Anken,SVP,Samuel Balsiger,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Verzicht auf Sanktionen und auf die Teilnahme an Programmen für BezügerInnen von Sozialhilfe ohne Chancen auf dem Arbeitsmarkt, bisherige Erfahrungen bezüglich der Arbeitsintegration sowie mögliche Auswirkungen bezüglich Motivation bei einem Wegfall der Sanktionen",Interpellation,dd3996f87c1a4c65a0112abf425f7e49,2017-11-08T00:00:00.000,Stefan Urech,SVP,Dubravko Sinovcic,SVP,Abgeschlossen,,
"Gewerbe- und Unternehmerfreundlichkeit der Stadt, Entwicklung der Gebühren und Abgaben für Gewerbetreibende sowie Anzahl der Neugründungen und Geschäftsschliessungen in den letzten 10 Jahren",Schriftliche Anfrage,2cb4e136da474efb9b91d5f128188027,2017-11-08T00:00:00.000,Martin Götzl,SVP,Stephan Iten,SVP,Abgeschlossen,,
"Sicherheitsprüfung im Zusammenhang mit einer einbürgerungswilligen Person, Art und Umfang der Prüfung sowie grundsätzliche Verfahren bei Signalen einer radikal-islamistischen Gesinnung oder einer Terrorgefahr",Schriftliche Anfrage,4a3d2d3b5a7e41c6aa8f3b437675acf9,2017-11-08T00:00:00.000,Samuel Balsiger,SVP,Dubravko Sinovcic,SVP,Abgeschlossen,,
"Kürzung der Sozialleistungen für Flüchtlinge, die in ihr Heimatland oder ein angrenzendes Land reisen",Postulat,eccc96d2099a4d7c8acaa7fb621ac6b8,2017-11-15T00:00:00.000,Walter Anken,SVP,Samuel Balsiger,SVP,Abgeschlossen,Ablehnung,Ablehnung
Verzicht auf die Temporeduktion auf der Europabrücke,Postulat,cd090902605c495dbdb11eb009d52bd6,2017-11-15T00:00:00.000,Stephan Iten,SVP,Derek Richter,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Temporeduktionen auf überkommunalen Strassenabschnitten aufgrund von Lärmschutzmassnahmen, Messresultate zur Objektivierung der Lärmreduktion sowie möglicher Verzicht auf die Temporeduktionen bei Nichterreichung der Ziele",Schriftliche Anfrage,e812da0b5a6a479a8afbc76ee4fb74d1,2017-11-15T00:00:00.000,Stephan Iten,SVP,Derek Richter,SVP,Abgeschlossen,,
"Sicherheitsprüfung bei Einbürgerungen, Art und Umfang der Prüfung und Umgang mit staatenlosen Personen sowie grundsätzliche Verfahren bei Signalen einer radikalislamistischen Gesinnung oder einer Terrorgefahr",Schriftliche Anfrage,126577bced15457ba35e7d84f28e54c6,2017-11-15T00:00:00.000,Samuel Balsiger,SVP,Dubravko Sinovcic,SVP,Abgeschlossen,,
Kriterien für die Bewilligung von Anlässen auf dem Turbinenplatz sowie Strategie für eine Belebung von Zürich-West hinter der Hardstrasse/Hardbrücke an den Wochenenden,Schriftliche Anfrage,7f817347ee8c4d9bb2bb5a58db020087,2017-11-15T00:00:00.000,Elisabeth Schoch,FDP,Stefan Urech,SVP,Abgeschlossen,,
Erlass der Parkierungsgebühren während den Sonntagsverkäufen in der Adventszeit,Motion,b00422e0fd36440e8985c36be2b267be,2017-11-22T00:00:00.000,Stefan Urech,SVP,Stephan Iten,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Umfang und Bewirtschaftung der Forderungen, Betreibungen und Verlustscheinen gegenüber Dritten sowie Kriterien für mögliche Schuldenerlasse",Schriftliche Anfrage,8513a54f8c5c49a5b69e350b70063117,2017-11-22T00:00:00.000,Martin Götzl,SVP,Peter Schick,SVP,Abgeschlossen,,
"Bike Police der Stadtpolizei, heutige Organisation, Führungsstruktur und Aufgabenbereiche der Einheit sowie geplante strategische Ausrichtung und Massnahmen in den kommenden Jahren",Schriftliche Anfrage,7869dfcb64bd49b199567167a3145426,2017-11-22T00:00:00.000,Roger Bartholdi,SVP,Johann Widmer,SVP,Abgeschlossen,,
Einrichtung von blauen Parkplätzen vor der Tramremise und bei der Tramschlaufe Wartau,Postulat,1d42e6cb439e47838fe65b0eb6845cd1,2017-11-29T00:00:00.000,Johann Widmer,SVP,Christoph Marty,SVP,Abgeschlossen,Ablehnung,Ablehnung
"BiblioTalks der Bibliothek zur Gleichstellung zum Thema «Transkinder», Einschätzung zur Verbindung der beiden Themen Gleichstellung und Transsexualität sowie zum Einbezug von betroffenen Kindern",Schriftliche Anfrage,452f5aac88064ced85f2b8ded6aefc6b,2017-11-29T00:00:00.000,Johann Widmer,SVP,Elisabeth Liebi,SVP,Abgeschlossen,,
Verwendung der Einnahmen aus Ordnungsbussen zur Schuldentilgung,Motion,6d88d24a274d4ff2a465aea64d89930a,2017-12-06T00:00:00.000,Bernhard im Oberdorf,SVP,Elisabeth Liebi,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Hochdefizitäre und defizitäre Fälle in den Stadtspitälern Waid und Triemli, Entwicklung der Fallzahlen seit 2012 sowie Beurteilung der Wachstumsstrategie auf der Grundlage dieser Zahlen",Schriftliche Anfrage,830ff08751124ca89f0080df266e3a2d,2017-12-06T00:00:00.000,Peter Schick,SVP,Rolf Müller,SVP,Abgeschlossen,,
Erlass der Gebühren und Bewilligungen für die politische Plakatierung acht Wochen vor Wahlen und Abstimmungen,Postulat,9b5f4a0215af469da7baeedfda437b28,2017-12-13T00:00:00.000,Thomas Schwendener,SVP,Christoph Luchsinger,FDP,Abgeschlossen,Ablehnung,Ablehnung
Einschränkung des Suchverkehrs in der «Blauen Zone» durch Erweiterung der Gültigkeit der Anwohner-Parkkarten auf die angrenzenden Kreise der Postleitzahlen,Postulat,b63ea2794f1b4ad8bf6122ac750b7ac1,2017-12-13T00:00:00.000,Bernhard im Oberdorf,SVP,Walter Anken,SVP,Abgeschlossen,Ablehnung,Ablehnung
Neue personelle Zuständigkeit für die Schulraumplanung,Postulat,6bb7e38a63bc4ddfbb296bdb117cb593,2018-01-10T00:00:00.000,Daniel Regli,SVP,Elisabeth Liebi,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Städtische Schulraumplanung, Hintergründe zur prognostizierten Zunahme der Schülerinnen und Schüler bis ins Jahr 2024 und zum errechneten Schulraumbedarf sowie zur Koordination der Planung mit den Finanzplafonds und dem Aufgaben- und Finanzplan (AFP)",Schriftliche Anfrage,41bcf25bcf0b4990a8431aeb12d9fbb8,2018-01-10T00:00:00.000,Daniel Regli,SVP,Elisabeth Liebi,SVP,Abgeschlossen,,
"Gewerbefahrzeuge, Befreiung von den Parkgebühren auf öffentlichen Parkplätzen",Postulat,3177251859104e7896b67e319f6c263a,2018-01-10T00:00:00.000,Stephan Iten,SVP,Stefan Urech,SVP,InBearbeitung,"Überweisung, Frist 24 Monate",Überweisung
"Fachstellung für Gleichstellung, Gründe für die Untervertretung von Männern im Team der Fachstelle und die gegenwärtige hierarchische Führungsstruktur",Interpellation,c7404c4b315b4474b6d5a22fcbeb9030,2018-01-17T00:00:00.000,Johann Widmer,SVP,Elisabeth Liebi,SVP,Abgeschlossen,,
"Blockade der Hardaustrasse durch ein Auto der Aktion «Züri Autofrei», Angaben zur Bewilligung und zur Einhaltung der Luftreinhalte- und zur allgemeinen Polizeiverordnung sowie zu den erhobenen Sanktionen",Schriftliche Anfrage,1f23726247fb4581a64ca82ba2df20c4,2018-01-17T00:00:00.000,Derek Richter,SVP,Elisabeth Liebi,SVP,Abgeschlossen,,
Entwicklung der Einbürgerungsgesuche im Jahr 2017 und der eingesetzten Ressourcen zu deren Bearbeitung sowie Anzahl der Ablehnungen und Gründe für die ablehnenden Einbürgerungsentscheide,Schriftliche Anfrage,c5a6de0593154e379407d1091009db1b,2018-01-24T00:00:00.000,Martin Götzl,SVP,Roberto Bertozzi,SVP,Abgeschlossen,,
Erhalt des VBZ-Schalters in Schwamendingen,Postulat,ba165a373cb344c79f04ecf3b21a7e8d,2018-01-31T00:00:00.000,Bernhard im Oberdorf,SVP,Heinz Schatt,SVP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Angaben über die Zahl und Herkunft der LGBT-Asylsuchenden in Zürich, aufgeschlüsselt nach deren sexuellen Orientierung sowie Gründe für die beabsichtigte separate Unterbringung vor dem Hintergrund der Leistungsaufträge der mit der Integration beauftragten Fachstellen",Schriftliche Anfrage,927ec0747d1b47db87c99a86b3c8b586,2018-01-31T00:00:00.000,Stephan Iten,SVP,Johann Widmer,SVP,Abgeschlossen,,
Selbständige Gestaltung der Mittagszeit durch die Schülerinnen und Schüler in Zürcher Tagesschulen,Postulat,a380808733e2460ba6b0580723c47502,2018-01-31T00:00:00.000,Daniel Regli,SVP,Elisabeth Liebi,SVP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Operative und kommunikative Abgrenzung zwischen den «Tagesschulen» und dem «Lebensraum Schule»,Postulat,0dd0acf8ebe74951b55739ff25c99d55,2018-01-31T00:00:00.000,Daniel Regli,SVP,Elisabeth Liebi,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Neues Überwachungsgerät auf der Hofwiesenstrasse beim Bucheggplatz, Massnahmen bei Übertretungen von Velofahrenden sowie Haftungsfolgen bei Unfällen",Schriftliche Anfrage,5750fb5a04274b44b06016f84ec6eade,2018-02-28T00:00:00.000,Stephan Iten,SVP,Derek Richter,SVP,Abgeschlossen,,
"Überwachungsgerät an der Kreuzung Emil-Klöti-Strasse/Gsteigstrasse/Wolfgang-Pauli-Strasse, Gründe und Vorkommnisse für die Installation der Radarüberwachung sowie Massnahmen bei Verstössen mit Fahrzeugen ohne Kontrollschilder",Schriftliche Anfrage,b7ac8077f9524f17964bd47feb395935,2018-02-28T00:00:00.000,Stephan Iten,SVP,Christoph Marty,SVP,Abgeschlossen,,
Begrenzung der Abfindungsleistungen für Behördenmitglieder auf maximal zwei Jahreslöhne,Motion,bc947ec138e346149d09b5f624ea7da6,2018-02-28T00:00:00.000,Stefan Urech,SVP,Peter Schick,SVP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Entfernung der Schwellen in der Hadlaubstrasse,Postulat,b8b4f4d7e1534071a4a00a438fb94db8,2018-03-07T00:00:00.000,Johann Widmer,SVP,Derek Richter,SVP,Abgeschlossen,Ablehnung,Ablehnung
Einführung einer Halbtageskarte für die Blaue Zone,Postulat,06990b2293724b388cbe9a936257e479,2018-03-07T00:00:00.000,Maria del Carmen Señorán,SVP,Dubravko Sinovcic,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Unbewilligte Demonstrationen im Zusammenhang mit dem Auftritt von Steve Bannon und dem internationalen Frauenkampftag, Gründe für die Duldung der Demonstrationen, Angaben über die entstandenen Sachschäden, Umgang mit den Verstössen gegen das Vermummungsverbot sowie Beurteilung der Unverhältnismässigkeit für ein Einschreiten der Polizei",Schriftliche Anfrage,c332d24d4c2c434d87a599588320ee15,2018-03-14T00:00:00.000,Dubravko Sinovcic,SVP,Walter Anken,SVP,Abgeschlossen,,
"Unbewilligte Demonstrationen im Zusammenhang mit dem Auftritt von Steve Bannon und dem internationalen Frauenkampftag, Gründe für die Duldung der Demonstrationen und Angaben über die Beurteilung der Unverhältnismässigkeit für ein Einschreiten der Polizei",Schriftliche Anfrage,db7143407fb94be3a9b6cbfc61e642de,2018-03-14T00:00:00.000,Stephan Iten,SVP,Peter Schick,SVP,Abgeschlossen,,
Nachweis der Lärmverbesserungen bei Temporeduktionen durch eine unabhängige Stelle sowie Publikation der Messdaten in einem jährlichen Bericht,Motion,e9a82752f5434a028dcc0a7e9bbb6114,2018-03-28T00:00:00.000,Stephan Iten,SVP,Derek Richter,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Entwicklung der Honorare der Ärztinnen und Ärzte in der Stadt, Bedingungen und rechtliche Grundlagen für die heutigen Bezüge und Möglichkeiten für eine bessere Transparenz im Rahmen der anstehenden Anpassung der geltenden Praxis",Schriftliche Anfrage,a409599c93684f2fbc9e2d6e6baeee71,2018-03-28T00:00:00.000,Maria del Carmen Señorán,SVP,Thomas Osbahr,SVP,Abgeschlossen,,
