Titel,Geschäftsart,ID,Datum,Erstunterzeichner,Partei Erstunterzeichner,Mitunterzeichner,Partei Mitunterzeichner,Geschäftsstatus,Entscheid,_entscheidbereinigt
Beiträge und Dienstleistungen für mittellose Hundehalter sowie Einhaltung der tierschützerischen Verpflichtungen,Schriftliche Anfrage,9300f1f882cd4ece9b634ac694c1a1e1,2014-01-08T00:00:00.000,Roland Scheck,SVP,Urs Fehr,SVP,Abgeschlossen,,
"Ausstellung «Dada x Statistik» im Cabaret Voltaire, Hintergründe zur Mietsituation in den Räumen der Dienstabteilung Statistik sowie zur Idee der gemeinsamen Ausstellung",Schriftliche Anfrage,0ec0dfeb654d4fed99acc19aef7b6373,2014-01-22T00:00:00.000,Daniel Regli,SVP,Thomas Schwendener,SVP,Abgeschlossen,,
"Asylunterkunft am Wydäckerring, Hintergründe zur Nutzung sowie zur Sanierung nach Ablauf der Zwischennutzung",Schriftliche Anfrage,921e1b3c08894f8cb108f8a7245dd787,2014-01-29T00:00:00.000,Margrit Haller,SVP,Roger Bartholdi,SVP,Abgeschlossen,,
"Brand in der Roten Fabrik im Jahr 2012, finanzielle Auswirkungen auf die Mietkosten und Einnahmen",Interpellation,56d2c264de5542ad9749e10dd0c3ceb0,2014-02-05T00:00:00.000,Daniel Regli,SVP,Thomas Schwendener,SVP,Abgeschlossen,,
"Exklusive Vergabe der Ticketrechte der Hallenstadion AG an Ticketcorner, Hintergründe zum Kooperationsvertrag",Schriftliche Anfrage,7ca5289be14b47a89af6e425faafbb91,2014-02-26T00:00:00.000,Roland Scheck,SVP,Roger Liebi,SVP,Abgeschlossen,,
"Kleinkinderbetreuungsbeiträge (KKBB), Richtlinien für deren Ausrichtung und finanzielle Belastung für die Stadt",Schriftliche Anfrage,d7fbf886aeef462fb30b36977cad37df,2014-03-05T00:00:00.000,Roland Scheck,SVP,Mauro Tuena,SVP,Abgeschlossen,,
"Geschwindigkeitsbeschränkungen auf der Dreiwiesenstrasse und der Birmensdorferstrasse, Angaben über Unfallzahlen und Unfallursachen",Schriftliche Anfrage,936c58409cb44502b05d65726d618fe9,2014-03-19T00:00:00.000,Roland Scheck,SVP,Kurt Hüssy,SVP,Abgeschlossen,,
"Illegal besetzte Liegenschaften, Hintergründe zur Abmeldung von Wasser und Strom",Schriftliche Anfrage,69200f3d510c44d89ff1a6a513d8c2da,2014-04-16T00:00:00.000,Urs Fehr,SVP,Mauro Tuena,SVP,Abgeschlossen,,
"Parkplätze bei der Kirche Unterdorf in Zürich-Affoltern, Umwandlung in bezahlte Parkplätze mit günstigen Tarifen",Postulat,2c561e715fd64a409a47bf58ef09214d,2014-06-04T00:00:00.000,Daniel Regli,SVP,Roberto Bertozzi,SVP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Schulhaus Buhnrain, Hintergründe zu den Konflikten und zur Personalfluktuation",Schriftliche Anfrage,869c9e661b4f4327aa5454f66a31c164,2014-06-04T00:00:00.000,Daniel Regli,SVP,Martin Götzl,SVP,Abgeschlossen,,
"Beschaffung der Schulraumpavillons, Ablauf und Kriterien der öffentlichen Ausschreibung",Schriftliche Anfrage,654ba4ae96b54a3c806db189748d8592,2014-06-04T00:00:00.000,Roberto Bertozzi,SVP,Martin Götzl,SVP,Abgeschlossen,,
Senkung der Umsatzabgabe des ewz an die Stadtkasse,Postulat,ecad9c23e08b4fa297d5399b6b43bf49,2014-06-11T00:00:00.000,Martin Bürlimann,SVP,Roberto Bertozzi,SVP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Schulpräsidiumswahl in Schwamendingen, Verteilung einer Wahlempfehlung der Schulleiterinnen und Schulleiter",Schriftliche Anfrage,39fe9175476243f197c4ae634ac70426,2014-06-25T00:00:00.000,Bernhard im Oberdorf,SVP,Heinz Schatt,SVP,Abgeschlossen,,
"Belegung von Parkplätzen der blauen Zone für Bauarbeiten im Gebiet um den Landenbergpark, Ausmass und möglicher Realersatz",Schriftliche Anfrage,6a8742bf3a24452ab134236f1ab23376,2014-07-02T00:00:00.000,Stephan Iten,SVP,Martin Bürlimann,SVP,Abgeschlossen,,
"Übersetzungsdienste für die Stadtverwaltung, Entwicklung der Kosten sowie Anforderungen für den Einsatz externer Dolmetscher",Schriftliche Anfrage,7aac31b990f849d9bd8248ebbe44c811,2014-08-20T00:00:00.000,Roland Scheck,SVP,Stefan Urech,SVP,Abgeschlossen,,
"Projektideen privater Investoren für ein Fussballstadion auf dem Hardturmareal, mögliche Kriterien für künftige Projektlösungen",Interpellation,ab6653816c0649c0b8ce2aa49e22964c,2014-09-17T00:00:00.000,Mauro Tuena,SVP,Roland Scheck,SVP,Abgeschlossen,,
"Projekt «zürich transit maritim», Hintergründe zur Evaluation und Beschaffung des Hafenkrans sowie seiner Symbolik",Schriftliche Anfrage,87b8eaa3274340959a6cfedd15028dbf,2014-09-17T00:00:00.000,Roland Scheck,SVP,Roger Liebi,SVP,Abgeschlossen,,
"Schliessung der Postfachanlagen in Zürich Riesbach, Haltung der Stadt sowie Prüfung möglicher Alternativen",Interpellation,06e9c070d7f74ce99666cc20b004a298,2014-10-22T00:00:00.000,Nina Fehr Düsel,SVP,Karin Weyermann,Die Mitte,Abgeschlossen,,
Umsetzung der Vorgaben des Eidgenössischen Amtes für Zivilstandswesen (EAZW) in Zusammenhang mit rechtsmissbräuchlichen Eheschliessungen und Partnerschaften,Schriftliche Anfrage,3d3a47a6978d43b2945dbfda39391213,2014-10-22T00:00:00.000,Mauro Tuena,SVP,Roland Scheck,SVP,Abgeschlossen,,
"Zuweisung von Notwohnungen an Familien mit unterhaltspflichtigen Kindern, Kriterien für die Unterhaltspflicht und die ambulante Betreuung",Schriftliche Anfrage,ee74826c671c41b0bc482d9181b738ad,2014-10-22T00:00:00.000,Samuel Balsiger,SVP,Peter Schick,SVP,Abgeschlossen,,
"Metallrückgewinnung aus Kehrichtschlacke, Rückerstattung der Erlöse an die Gebührenzahler",Postulat,714ec5ab53464ffdb8b4e7f0a24908af,2014-10-29T00:00:00.000,Martin Bürlimann,SVP,Kurt Hüssy,SVP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Zusammensetzung des Baukollegiums, Hintergründe zum Auswahl- und Selektionsverfahren",Schriftliche Anfrage,19a4bd1c816b4e7b8e4acb397741aa8e,2014-10-29T00:00:00.000,Roland Scheck,SVP,Mauro Tuena,SVP,Abgeschlossen,,
Verkauf des Kochareals in Altstetten an den Meistbietenden,Postulat,7506e23a71fd4cbebbcc1a8d1f4c57e0,2014-11-12T00:00:00.000,Urs Fehr,SVP,Katharina Widmer,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Beratungs- und Anlaufstellen in der Stadt, Umfang der Angebote sowie Massnahmen für eine bessere Koordination",Schriftliche Anfrage,5004e78db5da4aea8651bf69bcc4743f,2014-11-19T00:00:00.000,Samuel Balsiger,SVP,Roberto Bertozzi,SVP,Abgeschlossen,,
"Islamische Gruppierungen und Organisationen in der Stadt, Beurteilung der möglichen Entwicklungen im Zusammenhang mit der internationalen Radikalisierung",Schriftliche Anfrage,15144ec40f924d078784318a58de96c0,2014-11-19T00:00:00.000,Stephan Iten,SVP,Daniel Regli,SVP,Abgeschlossen,,
"Taxiservice «Uber», Anwendung der Vorschriften der Verordnung über das Taxiwesen",Schriftliche Anfrage,83ad2a2fde994a58bcb2e7a5f9a18c6d,2014-11-19T00:00:00.000,Thomas Schwendener,SVP,Daniel Regli,SVP,Abgeschlossen,,
"Gemeindestrasse zwischen Platten- und Freiestrasse, Verkehrsführung in beide Richtungen",Postulat,0d0ec40406b04adcbe385820e5931be4,2014-11-26T00:00:00.000,Urs Fehr,SVP,Roger Liebi,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Verein Effekta, Richtlinien zur Zusammenarbeit mit der Stadt sowie mögliche Missbräuche und Interessenskonflikte bei der Zuweisung von Sozialfällen",Schriftliche Anfrage,3092e7f99a684beea9e5ca229102a6a7,2014-11-26T00:00:00.000,Samuel Balsiger,SVP,Roberto Bertozzi,SVP,Abgeschlossen,,
Konflikte und Personalfluktuation in der Schule Buhnrain sowie Hintergründe zum Evaluationsbericht 2011,Schriftliche Anfrage,bacb5e32aae5407aa8a09e2a29637ff8,2014-11-26T00:00:00.000,Daniel Regli,SVP,Martin Götzl,SVP,Abgeschlossen,,
"Städtische Kulturpolitik, Senkung der Ausgaben sowie inhaltliche Einflussnahme auf subventionierte Kulturprojekte",Postulat,93df1b17384d475bb779e7c03b150f04,2015-01-07T00:00:00.000,Daniel Regli,SVP,Martin Götzl,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Städtische Kulturpolitik, Auflistung der geförderten Projekte sowie Massnahmen zur Senkung der Kulturförderungsbeiträge",Schriftliche Anfrage,2afe0f8aed5d431699f241e3169ddc05,2015-01-07T00:00:00.000,Daniel Regli,SVP,Martin Götzl,SVP,Abgeschlossen,,
Einschätzung der Sicherheitslage der jüdischen Bevölkerung der Stadt sowie mögliche geplante Sicherheitsmassnahmen,Schriftliche Anfrage,8f7acff9a71849beae9b24672b767e50,2015-01-21T00:00:00.000,Samuel Balsiger,SVP,Roland Scheck,SVP,Abgeschlossen,,
"Kunst im öffentlichen Raum, Hintergründe zum geplanten Schiffshorn an der Stadtgrenze zu Schlieren",Schriftliche Anfrage,3b7e665068db4cdca2bfdbd298b86ce6,2015-01-21T00:00:00.000,Roland Scheck,SVP,Samuel Balsiger,SVP,Abgeschlossen,,
"Programm «Fit im Job» bei der Stadtpolizei, Auswirkungen der Kapazitätsreduktion durch die Arbeitszeitverkürzung sowie mögliche Massnahmen zur Kompensation",Schriftliche Anfrage,8cf729f82e174a55adfea3de663432c6,2015-01-21T00:00:00.000,Roland Scheck,SVP,Mauro Tuena,SVP,Abgeschlossen,,
Weiterverrechnung der Kosten des Polizeieinsatzes für die Räumung der Strassenblockade im Zusammenhang mit der Räumung des Labitzke-Areals,Postulat,4809a5a162a64a6a927497f66961bc4b,2015-01-28T00:00:00.000,Mauro Tuena,SVP,Roland Scheck,SVP,Abgeschlossen,Ablehnung,Ablehnung
Weiterverrechnung der Kosten des Polizeieinsatzes für die Räumung des Labitzke-Areals,Postulat,5dfff05c8526490d9556f0b036d571d6,2015-01-28T00:00:00.000,Mauro Tuena,SVP,Roland Scheck,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Streichung der Notwohnungen für Personen, die über eigene finanzielle Mittel verfügen oder vollumfänglich Sozialhilfe beziehen",Postulat,4fdfc0cc969e4dcd927bc14466bd1740,2015-03-04T00:00:00.000,Samuel Balsiger,SVP,Peter Schick,SVP,Abgeschlossen,Ablehnung,Ablehnung
Hintergründe zur Erfüllung der Kriterien für die Erteilung des Schweizer Bürgerrechts,Schriftliche Anfrage,4de7e204e766405088a5d4a2ca039541,2015-03-04T00:00:00.000,Samuel Balsiger,SVP,Roberto Bertozzi,SVP,Abgeschlossen,,
Rechtsgrundlagen für die Unterbringung von Sozialhilfebezügerinnen und Sozialhilfebezügern in Hotels und Pensionen sowie Ausmass und Kosten dieser Unterbringung,Schriftliche Anfrage,5d166fc00e194a9c8cfb92f640c5deeb,2015-03-04T00:00:00.000,Nina Fehr Düsel,SVP,Roland Scheck,SVP,Abgeschlossen,,
"Busbetrieb bei winterlichen Strassenverhältnissen, Möglichkeiten für die Ausrüstung der Busse mit Schneeketten",Schriftliche Anfrage,89c2ffe86d01481594d670d1c68e9d26,2015-03-04T00:00:00.000,Roland Scheck,SVP,Kurt Hüssy,SVP,Abgeschlossen,,
"Evaluationsverfahren für die Beschaffung der neuen Tramkompositionen der VBZ, Angaben zu den Muss-Anforderungen und zur Bewertung der Kriterien",Schriftliche Anfrage,8e71fc754c2248a299b911be0682a240,2015-03-04T00:00:00.000,Roland Scheck,SVP,Mauro Tuena,SVP,Abgeschlossen,,
"«Lies!»-Koranverteilaktionen der salafistischen Gruppierung «Die wahre Religion», Rahmen und Umfang der Prüfung von Veranstaltungsgesuchen sowie Berücksichtigung von Beschlüssen ausserkantonaler oder ausländischer Behörden",Schriftliche Anfrage,c463deefcff24d8e84ed7f0f85c5a891,2015-03-11T00:00:00.000,Samuel Balsiger,SVP,Roland Scheck,SVP,Abgeschlossen,,
Ausrüstung des Multikopters mit einer hochauflösenden Nachtsichtvideokamera und Anpassung der Dienstanweisung für den Einsatz,Postulat,6fe91ab315df472bb81ea58a8b2bf5ea,2015-03-18T00:00:00.000,Mauro Tuena,SVP,Roland Scheck,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Revision des Radio- und Fernsehgesetzes, Kostenfolge für die stadteigenen und die stadtnahen Betriebe",Schriftliche Anfrage,8f4249dee18e4d749b2aec26494c74de,2015-03-18T00:00:00.000,Mauro Tuena,SVP,Roger Liebi,SVP,Abgeschlossen,,
"Ausschreibung von Grün Stadt Zürich für Früchtelieferungen, Zweck und Kosten",Schriftliche Anfrage,1ace7715e17640388ec5365b583d607f,2015-03-25T00:00:00.000,Roland Scheck,SVP,Kurt Hüssy,SVP,Abgeschlossen,,
"Umwandlung von Parkverboten in Halteverbote, Hintergründe sowie Konsequenzen für das Gewerbe",Schriftliche Anfrage,5578fb502af9449c820aea36ad568898,2015-03-25T00:00:00.000,Markus Hungerbühler,CVP,Urs Fehr,SVP,Abgeschlossen,,
"Kosten für die Sicherheit der Fernwärmeversorgung, Überwälzung auf die Fernwärmebezüger",Postulat,80908fdcce0d4bfe81fab2accbd5149c,2015-04-15T00:00:00.000,Heinz Schatt,SVP,Martin Bürlimann,SVP,Abgeschlossen,Rückzug,Rückzug
"Verein insieme, Verringerung der Verluste über die Lohnkosten der Geschäftsleitung und nicht auf Kosten der Menschen mit einer Behinderung",Postulat,16e8fc3b658a4854893f49f69edfbe6e,2015-05-20T00:00:00.000,Samuel Balsiger,SVP,Roberto Bertozzi,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Laufbahnzentrum Zürich, Integration in das kantonale Netz der regionalen Berufsinformationszentren",Postulat,6df50116619c415c880c9a3c01c9c48c,2015-05-20T00:00:00.000,Roberto Bertozzi,SVP,Samuel Balsiger,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Immobilien Stadt Zürich, Tätigkeitsbericht über die Praxis der Fremdmieten",Postulat,1b7366f5326c45ff937d34c7989ed1cf,2015-05-20T00:00:00.000,Daniel Regli,SVP,Stephan Iten,SVP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Aufbau des städtischen Glasfasernetzes, Anzahl der realisierten und aktiv betriebenen Anschlüsse sowie Verwendung des Rahmenkredits für die Vermarktung des Netzes",Schriftliche Anfrage,c67c34f438d04f198fc5845d321b0c97,2015-05-20T00:00:00.000,Stephan Iten,SVP,Stefan Urech,SVP,Abgeschlossen,,
"Unterschriftensammlungen für Initiativen und Referenden, Kriterien für die Gültigkeit einer Unterschrift sowie Entwicklung der Anzahl ungültiger Unterschriften",Schriftliche Anfrage,fb91fc0ebeaa43128806ebee0907a634,2015-05-20T00:00:00.000,Martin Bürlimann,SVP,Bernhard im Oberdorf,SVP,Abgeschlossen,,
"Überteuerte Mietverträge für Asylsuchende und Sozialhilfeempfänger, Anzahl der bekannten Problemliegenschaften und Ausmass der überteuerten Mietzinse sowie Gründe für den Zuzug von Asylsuchenden in die Stadt",Schriftliche Anfrage,8be309e805584b4b80a5128651331b09,2015-06-10T00:00:00.000,Samuel Balsiger,SVP,Stephan Iten,SVP,Abgeschlossen,,
"Studienberatung im Laufbahnzentrum Zürich (LBZ), Kriterien und Resultate der Zufriedenheitsbeurteilungen und der Beratungen sowie Massnahmen zur Behebung der qualitativen Defizite",Schriftliche Anfrage,cea037b2025c4c358491400a5c5de06f,2015-06-17T00:00:00.000,Roberto Bertozzi,SVP,Martin Götzl,SVP,Abgeschlossen,,
"Schulraumplanung im Zusammenhang mit der Erstellung der Siedlung Obsthaldenstrasse, Massnahmen zur Behebung des absehbaren Schulraumdefizits für die Oberstufe in Zürich-Affoltern",Schriftliche Anfrage,de3274ff7ce94b2dba562bd7320529f8,2015-06-17T00:00:00.000,Peter Schick,SVP,Martin Götzl,SVP,Abgeschlossen,,
"Infrastruktur des Schulhauses Blumenfeld, Bedingungen und Nutzungsmöglichkeiten für alle Vereine aus dem Quartier",Schriftliche Anfrage,ba8b2ba26b32459c8705e10f0b349163,2015-06-17T00:00:00.000,Peter Schick,SVP,Martin Götzl,SVP,Abgeschlossen,,
"Ausbau des Glasfasernetzes in Zürich, Rentabilitätserwartung sowie Umfang der geplanten Abschreibungen auf den Glasfaseranlagen",Schriftliche Anfrage,883e987233934efbb830aa972480f5f6,2015-07-01T00:00:00.000,Rolf Müller,SVP,Roberto Bertozzi,SVP,Abgeschlossen,,
Verkauf der Parzelle «Kat.-Nr. WP3367» auf dem Areal Rosengarten an den meistbietenden Interessenten,Motion,5b9c1262a2b644e6be5db40935647e66,2015-08-19T00:00:00.000,Stephan Iten,SVP,Martin Bürlimann,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Städtisches Pilotprojekt mit gebundenen Tagesschulen, Massnahmen betreffend der Information der Eltern und zur Ermittlung der Bereitschaft der Lehrpersonen für Betreuungsaufgaben in den Pilotschulen sowie Voraussetzungen und Kosten für ein flächendeckendes Angebot ab 2025",Schriftliche Anfrage,e189b8a4be4741d18c1e6c4b3af874e6,2015-08-19T00:00:00.000,Daniel Regli,SVP,Martin Götzl,SVP,Abgeschlossen,,
"Bewilligungspraxis für zwei Lebensmittelgeschäfte in Seebach und Affoltern, Auflagen bezüglich den Verkehrs- und Parkierungskonzepten sowie Massnahmen zur Behebung der Missstände",Schriftliche Anfrage,165e39ba49ee4f069e756f1e068e01ea,2015-08-19T00:00:00.000,Daniel Regli,SVP,Thomas Schwendener,SVP,Abgeschlossen,,
"Zwischennutzung der Liegenschaft an der Grubenstrasse 15, Hintergründe zu den Lärmklagen und Einsätzen der Polizei sowie zu den Brandschutzmassnahmen und den hygienischen Verhältnissen",Schriftliche Anfrage,c6cb3ce58c8c459fb2994456cb286aa9,2015-08-19T00:00:00.000,Derek Richter,SVP,Roger Liebi,SVP,Abgeschlossen,,
"Museum Rietberg, Festlegung der Steuerungsvorgabe «Besuchszahlen Gesamtmuseum» auf der Grundlage der von externen Besuchern bezahlten Eintritten",Globalbudgetantrag,72646d33c93b4cd8b9cc1d4bcf71dd90,2015-08-19T00:00:00.000,Daniel Regli,SVP,Martin Götzl,SVP,Abgeschlossen,"Überweisung, Stadtrat",Überweisung
"Warteliste für einen Bootsplatz in Zürich, bevorzugte Behandlung von Personen mit Wohnsitz in der Stadt",Postulat,be44c9f27d064a48932d10b3902ee0c1,2015-09-02T00:00:00.000,Katharina Widmer,SVP,Derek Richter,SVP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Kunstsammlung der Stadt, Kompetenzen für den Kauf von Kunstwerken, Umfang der Kosten für die Lagerung und die Verwaltung sowie Möglichkeiten zur Optimierung dieser Kosten",Schriftliche Anfrage,2041617949834c689c7b9611969ac5f4,2015-09-02T00:00:00.000,Daniel Regli,SVP,Martin Götzl,SVP,Abgeschlossen,,
"Pilotprojekt mit gebundenen Tagesschulen, Verhinderung von sozialen Härtefällen bei Kindern, die nicht am Pilotprojekt teilnehmen",Postulat,3f0f5d1f453240409cab2d0e4c8a7c85,2015-09-16T00:00:00.000,Daniel Regli,SVP,Martin Götzl,SVP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
"Notwasserversorgung der Stadt, Verfügbarkeit der Notbrunnen und der benötigten Wassermenge in Krisensituationen",Schriftliche Anfrage,9051f6b192434412befecdaeac3e16d8,2015-09-16T00:00:00.000,Martin Bürlimann,SVP,Kurt Hüssy,SVP,Abgeschlossen,,
"Höhe der Sozialhilfe-, Schul- und Integrationskosten im Zusammenhang mit ehemaligen Asylbewerbenden",Schriftliche Anfrage,6b626f2c1ba24a86a2e4c6fdb29fdd6d,2015-09-23T00:00:00.000,Samuel Balsiger,SVP,Stefan Urech,SVP,Abgeschlossen,,
Verkauf der beiden Parzellen «Kat.-Nrn. AL8039 und AL8618» in Altstetten an den meistbietenden Interessenten,Motion,660e2757f9834fa3b9f38c26e8da24a6,2015-09-30T00:00:00.000,Martin Bürlimann,SVP,Stephan Iten,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Quartierwache Altstetten, Öffnung an den Wochenenden unter Berücksichtigung einer möglichst kostenneutralen Umsetzung und dem Aspekt der öffentlichen Sicherheit",Postulat,2f68e4dad2b64e38b5f9b4bb33af864d,2015-09-30T00:00:00.000,Samuel Balsiger,SVP,Thomas Osbahr,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Eigenfinanzierungsgrad der subventionierten Kultur-Institutionen, Berechnung auf der Grundlage eines neuen, transparenten Schlüssels durch Gegenüberstellung der Erträge aus eigenen Leistungen und den subventionierten Einnahmen",Postulat,219498eba6e6465f86d5811075723e02,2015-09-30T00:00:00.000,Daniel Regli,SVP,Martin Götzl,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Ausschreitungen an der Friesstrasse im Zusammenhang mit den Fussball EM-Qualifikationsspielen, Angaben zu den Polizeieinsätzen sowie generelle Beurteilung der Situation an der Friesstrasse",Interpellation,f67423d70a334842833e59991f7fd47d,2015-10-21T00:00:00.000,Martin Götzl,SVP,Derek Richter,SVP,Abgeschlossen,,
"Sammlung von Bioabfällen und Produktion von Biogas, Praxis betreffend der Mitnahme von Gartenabfällen, die nicht in einen Container passen sowie Wirkungs- und Kostendeckungsgrad bei der Biogasproduktion",Interpellation,4b96be5fb5564d33b6e5ffc20cccff2c,2015-11-25T00:00:00.000,Urs Fehr,SVP,Mario Mariani,CVP,Abgeschlossen,,
"Reduktion der Öffnungszeiten von Quartierwachen, Umfang des geplanten Abbaus sowie Information und mögliche Einflussnahme der Bevölkerung",Schriftliche Anfrage,c0ce4289aa794bb0862f3408f125c9e2,2015-11-25T00:00:00.000,Samuel Balsiger,SVP,Stephan Iten,SVP,Abgeschlossen,,
Ausbau der Öffnungszeiten der Quartierwachen am Mittwochabend sowie Entlastung des Polizeipersonals durch Bürokratieabbau und Prozessoptimierungen,Postulat,951f921cd2344ddfbbbe8ca194febb7a,2015-12-02T00:00:00.000,Samuel Balsiger,SVP,Thomas Osbahr,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Unterkunft für Asylbewerbende in der Messehalle 9, Information der Öffentlichkeit sowie anfallende Kosten für die Fertighäuser und den Betrieb",Interpellation,f5ac9d9946c94199a882e7713023abc2,2015-12-09T00:00:00.000,Samuel Balsiger,SVP,Stephan Iten,SVP,Abgeschlossen,,
"Städtische Leistungen an die Asyl-Organisation Zürich (AOZ), gesetzliche Grundlagen für die Pflichtleistungen und die Asylfürsorge bzw. wirtschaftliche Hilfe sowie Gründe für die Kostensteigerung",Schriftliche Anfrage,6b99ce16e38e485d8fc32b6f4b8c6c64,2016-01-06T00:00:00.000,Samuel Balsiger,SVP,Stephan Iten,SVP,Abgeschlossen,,
"Globalbudget der Asyl-Organisation (AOZ), Verabschiedung des Budgets durch den Verwaltungsrat vor der Kenntnisnahme durch den Gemeinderat sowie Entschädigungsleistungen für die Mitglieder des Verwaltungsrats",Schriftliche Anfrage,28e1332131db46df8066f947d8367332,2016-01-06T00:00:00.000,Samuel Balsiger,SVP,Stephan Iten,SVP,Abgeschlossen,,
"Radikalisierung von Jugendlichen bezüglich des Islamismus, Ausmass der Problematik bei den Jugendlichen der Stadt sowie Möglichkeiten für eine Sensibilisierung an der Volksschule",Schriftliche Anfrage,58593fb5c9474cbfb4182cbb5535fe1e,2016-01-06T00:00:00.000,Samuel Balsiger,SVP,Walter Anken,SVP,Abgeschlossen,,
"Angabe der Nationalität bei Polizeimeldungen, Beurteilung der Situation nach den Vorfällen in Köln",Schriftliche Anfrage,e9946040325f49b38ae7282d496aec23,2016-01-13T00:00:00.000,Martin Götzl,SVP,,,Abgeschlossen,,
"Diebstähle und sexuelle Gewalt in der Silvesternacht in Zürich, Angaben zu einem allfälligen Sicherheitskonzept in Bezug auf das Asylwesen sowie Beurteilung der Sicherheitslage im Hinblick auf das Züri Fäscht und für den Schulbereich",Schriftliche Anfrage,834d49569aae482d9502c832c16280c3,2016-01-13T00:00:00.000,Samuel Balsiger,SVP,Derek Richter,SVP,Abgeschlossen,,
"Ausgaben im Bildungsbereich, Entwicklung der Ausgaben in der Stadt pro Schüler",Schriftliche Anfrage,90f6924309f24ec0b61ff26f856aebe6,2016-01-20T00:00:00.000,Samuel Balsiger,SVP,Stefan Urech,SVP,Abgeschlossen,,
"Ausschreitungen im Niederdorf in der Silvesternacht, Erkenntnisse zur Täterschaft sowie mögliche Massnahmen bezüglich eines effektiveren Vorgehens gegen Vandalen und zum Schutz der Polizei vor Gewalt",Schriftliche Anfrage,a8098fd0b0a74e4fb77bacb4432370eb,2016-01-20T00:00:00.000,Roberto Bertozzi,SVP,Samuel Balsiger,SVP,Abgeschlossen,,
Kostenwahrheit im städtischen Asylwesen,Postulat,e52e4fe6aedb4689acd90099ba37d3f6,2016-02-10T00:00:00.000,Samuel Balsiger,SVP,Stefan Urech,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Tolerierung von Hausbesetzungen linker Gruppierungen, städtische Praxis zur Ahndung des Tatbestands Hausfriedensbruch",Schriftliche Anfrage,d9b478060aea4476a97a0ce77990d605,2016-02-10T00:00:00.000,Samuel Balsiger,SVP,Stephan Iten,SVP,Abgeschlossen,,
"Schauspielhaus Zürich, Zulässigkeit des Positionsbezugs von subventionierten Institutionen im Abstimmungskampf",Schriftliche Anfrage,9638bff4d5fd41309db62ff36befe29d,2016-02-10T00:00:00.000,Stefan Urech,SVP,Roger Liebi,SVP,Abgeschlossen,,
"Zwischennutzung Grubenstrasse 15, Umgang der Polizei mit Anzeigen, Aufgabe der SIP und Kosten/Nutzenverhältnis der Mieterträge",Schriftliche Anfrage,2685c79b79d94df7a55e8f086bf3ea0d,2016-02-10T00:00:00.000,Derek Richter,SVP,Roger Liebi,SVP,Abgeschlossen,,
"Kunstsammlung der Stadt, Senkung der Kosten für den Kauf und die Verwaltung von Kunstwerken",Postulat,e3f1218619d94da38359f7c21320535e,2016-03-02T00:00:00.000,Daniel Regli,SVP,Martin Götzl,SVP,Abgeschlossen,Ablehnung,Ablehnung
"Quartierkoordination Zürich, Aufgaben und Ressourcen der Stelle sowie Angaben zu den unterstützten Vereinsgründungen",Schriftliche Anfrage,1a3a8139fabb4b5e986d2d75fb50ec24,2016-03-02T00:00:00.000,Stephan Iten,SVP,Stefan Urech,SVP,Abgeschlossen,,
"Planung und Umsetzung des «Pilotprojekts Tagesschulen 2015–2018», Richtlinien für das Abmeldeverfahren der Kinder sowie Angaben zu den Einsparungen aufgrund der verzögerten Umsetzung",Schriftliche Anfrage,d6659daefa2c495b9b5154414d7b127f,2016-03-02T00:00:00.000,Daniel Regli,SVP,Martin Götzl,SVP,Abgeschlossen,,
"Mammutbaum an der Hohlstrasse 602, Schutz vor der Zerstörung durch Bauarbeiten",Postulat,e62b2a4ee9754775973fd4262b15ec0b,2016-03-09T00:00:00.000,Samuel Balsiger,SVP,Rolf Müller,SVP,Abgeschlossen,"Überweisung mit Textänderung, Frist 24 Monate",Überweisung
Erstellung einer Schnellbahn/U-Bahn unter Gegenüberstellung der Kosten und des volkswirtschaftlichen Gesamtnutzens,Postulat,30a88fd7b0014094b0c52f55a39be062,2016-03-16T00:00:00.000,Roger Liebi,SVP,Peter Schick,SVP,Abgeschlossen,"Überweisung, Frist 24 Monate",Überweisung
Hintergründe für die Absenz des Stadtrats an der Eröffnungsfeier des FIFA-Museums,Schriftliche Anfrage,501b2211abe4455596876cb39bf04643,2016-03-16T00:00:00.000,Stefan Urech,SVP,Katharina Widmer,SVP,Abgeschlossen,,
